teachid,year,gender,ethnic,bdate,educ_lvl_cd,score_normed,relative_pay
1243,2005,"F","W",557,3,.31127558,.21934061
1243,2012,"F","W",557,3,-.03618963,.46159028
1244,2006,"F","W",6698,4,-.2549187,.11140554
1244,2010,"F","W",6698,4,.34942643,-.32963694
1245,2001,"M","B",1828,2,1.3962197,-1.0853106
1245,2006,"M","B",1828,2,-1.8754507,-1.5224511
1246,2000,"M","B",-906,5,1.0657034,.24654922
1246,2003,"M","B",-906,5,1.6652013,2.1940975
1247,1997,"F","W",2546,5,-.37109023,.49297106
1247,2002,"F","W",2546,5,1.142552,-.26631803
1248,2006,"F","B",-1716,4,-.14622332,1.8026279
1248,2012,"F","B",-1716,4,-.47155083,1.4018885
1249,1998,"F","W",-1559,3,-.52792158,.1969367
1249,2004,"F","W",-1559,3,-.15548073,.87289245
1250,1999,"M","W",68,1,.52671159,-.99613304
1250,2012,"M","W",68,1,.3769579,-1.0110897
1251,2010,"F","B",-2791,4,.61995188,1.7768703
1251,2011,"F","B",-2791,4,.03099806,1.5214449
1252,2006,"F","W",-2331,2,.35661208,-.8469761
1252,2008,"F","W",-2331,2,1.7808265,.3258117
1253,2004,"F","W",-3333,5,1.4587916,1.3901749
1253,2005,"F","W",-3333,5,.02358663,.97670949
1254,2000,"M","B",-1860,3,.0687496,-.95462943
1254,2006,"M","B",-1860,3,.58072508,.63054911
1255,2005,"M","W",8479,4,1.1790212,-.94561483
1255,2010,"M","W",8479,4,-1.3985968,-.29101005
1256,1999,"F","W",7285,3,-.5195697,-.32189024
1256,2003,"F","W",7285,3,-1.4170981,-1.1265161
1257,1999,"F","W",1696,6,-.81465541,.94810592
1257,2005,"F","W",1696,6,-.0500973,.56608582
1258,1997,"F","W",-454,5,.54842739,-.18884298
1258,2009,"F","W",-454,5,.5170864,.36976106
1259,2004,"F","W",-1772,6,-.17320322,1.2038115
1259,2012,"F","W",-1772,6,.28602408,1.4393267
1260,1998,"F","W",7379,4,-.13793447,-1.060977
1260,2010,"F","W",7379,4,.27679322,-.25575467
1261,2005,"F","W",-3557,7,.62059687,1.9035686
1261,2008,"F","W",-3557,7,-.07321981,2.5537473
1262,1997,"F","W",5767,4,-1.7917107,-.84851233
1262,2011,"F","W",5767,4,-.08939938,-.16559143
1263,2011,"F","W",2823,5,-1.5804921,.24395998
1263,2012,"F","W",2823,5,-.03123147,.4470319
1264,2006,"M","W",8685,7,.75277548,-1.1142808
1264,2010,"M","W",8685,7,.69519322,.61066307
1265,1999,"F","W",2711,5,-1.5323466,.48776198
1265,2004,"F","W",2711,5,-.19719263,.23969235
1266,1999,"M","W",-2738,4,-.01966153,1.4033554
1266,2012,"M","W",-2738,4,-.16142423,3.100922
1267,2000,"M","W",-3234,5,-.70775672,.77210139
1267,2002,"M","W",-3234,5,-.70267782,1.3637432
1268,1997,"F","W",7320,3,.58900527,-1.0077592
1268,2008,"F","W",7320,3,-.04178009,-.64837388
1269,2001,"F","W",-232,4,.92406931,-.05830763
1269,2009,"F","W",-232,4,-.60423144,.57424218
1270,2004,"F","B",9028,5,1.9580486,-.99358843
1270,2007,"F","B",9028,5,-.03399937,-1.5201687
1271,1999,"F","B",6072,3,.29145576,-1.0000496
1271,2013,"F","B",6072,3,.34615706,-.86123563
1272,1999,"F","B",634,5,-.82817654,.51750036
1272,2012,"F","B",634,5,-.30960443,2.1511489
1273,2004,"F","W",2528,5,-.3434412,-.08351908
1273,2006,"F","W",2528,5,-.86787334,.77887026
1274,2007,"F","W",-362,6,.01608665,1.4596389
1274,2012,"F","W",-362,6,.20965963,.94099994
1275,1999,"F","W",8008,7,-.64475393,.40237812
1275,2007,"F","W",8008,7,-.70128386,-.14280503
1276,2006,"F","W",8848,2,-.13504449,-1.620134
1276,2013,"F","W",8848,2,.17122707,-1.5229094
1277,2000,"F","W",-3312,6,-.87403486,.10911664
1277,2010,"F","W",-3312,6,-.01208397,1.9990351
1278,2000,"F","W",5319,4,-.21815103,-.07369916
1278,2007,"F","W",5319,4,-.4707256,-.43613565
1279,2002,"M","W",8897,4,-.03533801,-.49142746
1279,2012,"M","W",8897,4,.40888413,-1.0346952
1280,1999,"F","W",1872,6,-.44965942,.84607334
1280,2005,"F","W",1872,6,-.51676637,1.0656023
1281,1997,"M","W",4171,5,.97179196,-.70929563
1281,2013,"M","W",4171,5,-.30496782,.47217548
1282,2003,"F","W",5727,4,1.0137676,-.49668868
1282,2004,"F","W",5727,4,-.10750555,.58138977
1283,1999,"F","W",8981,4,-.45068852,-2.3462295
1283,2001,"F","W",8981,4,.0640362,-1.8172514
1284,1998,"F","W",2024,5,.57769249,.55162611
1284,2008,"F","W",2024,5,-1.437394,-.3084066
1285,2001,"F","W",5242,4,.24049056,.18806325
1285,2009,"F","W",5242,4,.48456752,.87423726
1286,2002,"F","W",2710,3,.28765196,-1.3677737
1286,2012,"F","W",2710,3,.86221388,-.08031686
1287,2006,"F","W",9479,4,-.08571003,.24186912
1287,2007,"F","W",9479,4,-.03898377,-1.3479454
1288,2004,"F","W",6675,3,1.8968767,-1.3162139
1288,2008,"F","W",6675,3,1.0596492,.90852681
1289,2002,"F","B",-1010,2,-.19828496,.37165266
1289,2009,"F","B",-1010,2,.48099798,.04553886
1290,1998,"M","W",330,3,-.72955753,-.71177265
1290,2010,"M","W",330,3,.75229307,.00478661
1291,1998,"F","W",5550,4,-1.2742201,-1.1923027
1291,2005,"F","W",5550,4,-.37264153,-.80502648
1292,2000,"M","W",7741,5,1.3279151,-.88552447
1292,2002,"M","W",7741,5,-.32387325,-.16927908
1293,2006,"F","W",5668,3,.57495545,-1.0705044
1293,2007,"F","W",5668,3,1.1055215,-.61652982
1294,1999,"F","W",5741,5,.11789486,-.50979092
1294,2006,"F","W",5741,5,-.5609583,-.40105835
1295,1998,"F","W",-621,3,.00729031,.05425384
1295,1999,"F","W",-621,3,1.6895024,.20163734
1296,2003,"F","W",7855,4,.94296882,-.78161684
1296,2012,"F","W",7855,4,-.88074816,-.7767328
1297,2007,"F","W",-1839,5,.05436317,.33784535
1297,2013,"F","W",-1839,5,.04490085,1.7953465
1298,1997,"F","W",6020,2,-.24037172,-1.6478251
1298,2003,"F","W",6020,2,-.56555033,-1.5506916
1299,2009,"F","W",4187,5,-.06504353,.49292635
1299,2012,"F","W",4187,5,-.03844053,.84859114
1300,1998,"F","W",-927,4,-.44161359,.39085322
1300,2012,"F","W",-927,4,2.0122198,1.49454
1301,2001,"F","W",817,4,.05413197,.77550792
1301,2013,"F","W",817,4,-.2126936,1.5190554
1302,2001,"F","W",3512,2,.35356386,-.77583535
1302,2011,"F","W",3512,2,-.73064541,-.63037184
1303,1997,"F","W",7353,5,.77051851,-1.8321041
1303,2006,"F","W",7353,5,.51715058,-.46940504
1304,2004,"M","W",-927,4,-.38004353,.45623797
1304,2011,"M","W",-927,4,-.59468381,-.3328523
1305,2012,"F","B",3879,5,-.29773603,.43623464
1305,2013,"F","B",3879,5,-1.156404,-.01380999
1306,2009,"M","B",7753,5,.5303504,-.85143513
1306,2010,"M","B",7753,5,-1.0217498,.05052484
1307,2001,"F","W",945,6,.10782405,.15405876
1307,2006,"F","W",945,6,-1.0376977,1.3778086
1308,1999,"F","W",7422,2,.349483,-1.2498998
1308,2001,"F","W",7422,2,-.42006794,-2.4131532
1309,2005,"M","W",3907,5,.9592139,.23778955
1309,2013,"M","W",3907,5,.35061022,-.00650289
1310,1999,"F","W",-1791,5,.31074051,.48332146
1310,2009,"F","W",-1791,5,.37464925,.72932861
1311,2004,"M","W",-3387,2,-.5129336,.39167889
1311,2011,"M","W",-3387,2,.2673026,.75966904
1312,2000,"F","B",-1499,3,1.1466955,.12736493
1312,2009,"F","B",-1499,3,.6206164,.50738127
1313,2003,"F","B",4657,4,.59324094,-.84933162
1313,2007,"F","B",4657,4,-1.3532372,-.93213824
1314,2000,"F","B",4024,4,-.25780197,-1.0167261
1314,2001,"F","B",4024,4,.17368834,-.80992613
1315,1997,"F","W",6247,6,.12998884,-.25692047
1315,2009,"F","W",6247,6,.47521043,1.3853649
1316,2004,"F","W",2230,5,.46345636,1.0446268
1316,2005,"F","W",2230,5,.10402799,.57484281
1317,2009,"F","B",410,5,.04492765,.79152858
1317,2011,"F","B",410,5,.76160987,1.127339
1318,2000,"M","W",8042,3,-.46801346,-1.6026927
1318,2004,"M","W",8042,3,.84232839,-.73649072
1319,1999,"F","W",3302,1,.0446243,-.95027726
1319,2000,"F","W",3302,1,-.84917199,-.97748241
1320,1998,"F","W",814,4,1.2189314,.42610835
1320,2001,"F","W",814,4,1.562879,1.2646691
1321,1999,"F","B",-544,5,-1.3350368,.65702753
1321,2006,"F","B",-544,5,-1.61963,.55666718
1322,2000,"M","B",1913,3,-1.1271152,-.96080599
1322,2007,"M","B",1913,3,.43313434,.14506907
1323,2000,"F","W",8979,2,-1.4937231,-1.0844432
1323,2004,"F","W",8979,2,-.88949912,-3.2806387
1324,2008,"F","W",7461,6,.47942229,-.94556819
1324,2013,"F","W",7461,6,.09344013,.49167186
1325,1998,"F","W",1087,3,.5050504,-1.1997724
1325,2012,"F","W",1087,3,-.71474854,.12364758
1326,1997,"F","W",6804,2,.45025685,-1.804666
1326,2008,"F","W",6804,2,.13594529,-1.6304123
1327,1999,"F","W",3168,5,.00664212,-.52112943
1327,2005,"F","W",3168,5,-.98737458,-.51220524
1328,2007,"F","W",810,5,.23742638,.75350077
1328,2013,"F","W",810,5,-.8699733,.79584666
1329,2009,"M","W",5425,6,.45192267,.61402387
1329,2012,"M","W",5425,6,-.65180792,.96400451
1330,1997,"F","W",2034,5,-.76648267,1.0248382
1330,2001,"F","W",2034,5,-.7351797,1.2516675
1331,2000,"F","W",1206,3,.78926886,-.63035907
1331,2006,"F","W",1206,3,.3826977,-.41994293
1332,2004,"F","W",6544,4,.19900043,-.44791902
1332,2008,"F","W",6544,4,-.70413338,-.30019024
1333,2000,"F","W",-378,5,-.47918355,.04297223
1333,2004,"F","W",-378,5,.7576767,1.5400873
1334,2008,"F","W",-1070,5,.06079869,1.7160333
1334,2009,"F","W",-1070,5,.97075075,.54490015
1335,2006,"F","W",-1757,4,.08060478,-.09186216
1335,2012,"F","W",-1757,4,-1.2682796,.75667276
1336,2001,"F","W",-1129,5,-.22410988,-.12378003
1336,2005,"F","W",-1129,5,.73585531,.17547156
1337,2003,"F","W",-1848,4,.34992083,.70613627
1337,2004,"F","W",-1848,4,.02856606,.61344147
1338,2004,"F","W",5024,1,.16945636,-.352761
1338,2013,"F","W",5024,1,-.65875726,-1.5708977
1339,2004,"F","W",952,5,-.66576624,-.02172531
1339,2006,"F","W",952,5,.56688777,.31890673
1340,1999,"M","W",5837,5,-.4861471,-1.0160652
1340,2012,"M","W",5837,5,.8542024,1.2252701
1341,1999,"F","B",5383,5,1.6786032,-.61634438
1341,2011,"F","B",5383,5,1.2140158,1.2027221
1342,2000,"F","W",4921,6,-1.3299507,.61781605
1342,2004,"F","W",4921,6,-.09288995,.1284844
1343,2002,"F","W",6268,3,.61357086,-.77582711
1343,2006,"F","W",6268,3,1.9040266,-.05456089
1344,1999,"F","W",6271,4,-.70226853,-2.0069495
1344,2006,"F","W",6271,4,.39619359,-1.0090708
1345,1999,"M","W",8609,5,.2652872,-1.2529278
1345,2003,"M","W",8609,5,.21175137,-.46704887
1346,2008,"F","W",-1477,4,-1.3111339,.39263474
1346,2009,"F","W",-1477,4,.20818511,.63856645
1347,1999,"F","W",-3305,5,-.04996903,1.8187478
1347,2011,"F","W",-3305,5,1.3959928,1.5256759
1348,2008,"M","W",7722,5,-1.3697526,-.9410706
1348,2010,"M","W",7722,5,-.60978143,.22980199
1349,1999,"F","W",9182,4,.84354641,-2.2272375
1349,2009,"F","W",9182,4,1.0513535,-1.0690166
1350,1997,"F","W",1586,5,-.35478087,.26922098
1350,2011,"F","W",1586,5,1.3110628,.3225237
1351,1997,"F","W",-168,4,-.75485225,-.67472613
1351,2013,"F","W",-168,4,-.20194046,.59492595
1352,1997,"F","W",-2673,3,-.11173266,.49025015
1352,2007,"F","W",-2673,3,.97959304,-.18616392
1353,2000,"M","W",2914,5,-.24481357,-.26123362
1353,2002,"M","W",2914,5,.54618721,-.07344908
1354,2002,"F","W",5648,5,-.09647967,-1.3993665
1354,2009,"F","W",5648,5,.55814191,.57437437
1355,2006,"F","W",392,2,-1.1639302,-.47428356
1355,2012,"F","W",392,2,-.38817543,-.48909125
1356,1998,"M","W",4953,7,.17753845,-.45588779
1356,2003,"M","W",4953,7,-.89698762,-.63002556
1357,1998,"F","B",7626,4,.58055651,-1.2239333
1357,2010,"F","B",7626,4,-.24200196,-.6163646
1358,2005,"F","B",724,4,.34449106,.29878786
1358,2012,"F","B",724,4,-.14831689,-.02701084
1359,1999,"F","W",9110,5,-.5260573,-1.0273226
1359,2003,"F","W",9110,5,-1.1091615,-.82203289
1360,1997,"M","W",640,6,-1.6849418,-.7829583
1360,1998,"M","W",640,6,-.0562108,.23540248
1361,2007,"M","B",2615,5,-.05872841,-.26843136
1361,2011,"M","B",2615,5,-.76536405,.88669188
1362,1999,"F","W",2300,4,-1.1991323,-1.5571996
1362,2008,"F","W",2300,4,.93324028,1.3012928
1363,1998,"F","W",4029,3,-.13037209,-1.1847008
1363,2001,"F","W",4029,3,-.34612618,-1.1910079
1364,1997,"M","W",7785,5,1.2268929,-.06939614
1364,2012,"M","W",7785,5,.97553118,-.49355038
1365,2012,"F","W",2055,5,.24110946,.08106786
1365,2013,"F","W",2055,5,-.00285317,.60802519
1366,2000,"F","W",7419,3,.65705191,-.6421816
1366,2006,"F","W",7419,3,-1.5394326,-1.0221829
1367,1998,"F","W",4323,5,-.10177433,-.6535851
1367,2005,"F","W",4323,5,.02532083,-.20950354
1368,1998,"F","B",-1151,3,.70577894,.39703007
1368,2012,"F","B",-1151,3,.17481424,.69518437
1369,2005,"F","B",-453,5,.95056599,1.0376924
1369,2013,"F","B",-453,5,.83360338,1.4685016
1370,2007,"M","W",-3596,3,-.51672982,.55706952
1370,2013,"M","W",-3596,3,-.07336355,.1469285
1371,1998,"F","W",2267,4,.13226304,-.28357877
1371,2003,"F","W",2267,4,-1.2249912,.70176347
1372,2000,"M","W",-3112,7,.46648109,2.1922278
1372,2007,"M","W",-3112,7,-.64798834,1.3859181
1373,2005,"F","W",-998,4,.99504917,1.4752898
1373,2013,"F","W",-998,4,.01720935,.79834883
1374,2000,"F","B",5828,2,-.4936363,-1.8804708
1374,2004,"F","B",5828,2,.42714967,-1.016512
1375,2009,"F","W",-3201,5,.69416374,1.051286
1375,2013,"F","W",-3201,5,.68580014,2.7129049
1376,1999,"F","W",1121,6,-.55259943,.86253149
1376,2004,"F","W",1121,6,.80740778,2.1628461
1377,2003,"M","W",9334,4,-.88523325,-1.1342517
1377,2011,"M","W",9334,4,.13383022,-.7189668
1378,2009,"F","W",8876,4,.3539112,-1.0658522
1378,2010,"F","W",8876,4,-1.2409058,-.52936553
1379,2003,"F","W",6149,4,-2.5846263,.05604102
1379,2009,"F","W",6149,4,-.29255863,-.89767385
1380,1998,"F","W",-2397,4,.57490077,.45437709
1380,2004,"F","W",-2397,4,-1.8635653,.41707702
1381,1999,"F","B",1780,3,.37689202,-1.0414547
1381,2009,"F","B",1780,3,-.09390475,.85943096
1382,1999,"F","W",-3591,4,-1.1774407,1.1120677
1382,2002,"F","W",-3591,4,-.94041291,.24518675
1383,1998,"F","W",3121,3,-1.1887685,-.83005893
1383,2004,"F","W",3121,3,-.2391152,-1.0611029
1384,2000,"F","B",4531,3,.10660226,-2.24338
1384,2003,"F","B",4531,3,.53627708,-.89364316
1385,2006,"F","B",3800,4,.21207784,-.34078511
1385,2012,"F","B",3800,4,-.2514745,-.78287099
1386,2004,"F","W",-3652,4,.49874182,1.1235575
1386,2010,"F","W",-3652,4,-.47723901,1.3220855
1387,2001,"F","W",7520,4,1.4140776,-.61595256
1387,2009,"F","W",7520,4,.32578833,-.98383084
1388,2011,"M","W",5835,7,-1.0190752,2.1292354
1388,2013,"M","W",5835,7,-1.0047575,1.0983528
1389,2003,"F","W",8625,4,-.85140764,-.23605105
1389,2006,"F","W",8625,4,-.46776969,-.67724643
1390,1997,"M","B",5392,1,.73937624,-1.5662198
1390,1999,"M","B",5392,1,.85704968,-2.112474
1391,2000,"M","W",-1441,5,-.69365039,.78921827
1391,2002,"M","W",-1441,5,.18764605,1.4198507
1392,1999,"F","W",-2905,6,-.38434782,1.5410588
1392,2000,"F","W",-2905,6,-.40014231,1.606604
1393,2000,"F","W",1867,5,-1.5830399,.71000229
1393,2012,"F","W",1867,5,-.20159619,1.2114575
1394,1997,"F","W",7761,2,.14193673,-3.0056176
1394,2009,"F","W",7761,2,-1.1791517,-1.2183576
1395,1998,"F","W",7579,6,.20626346,.76066105
1395,2007,"F","W",7579,6,-.69527208,-.40183841
1396,1999,"F","B",2679,3,-.05230545,-.43361576
1396,2007,"F","B",2679,3,.14369461,-.19557736
1397,1997,"M","W",4191,3,-.1446769,-.62506493
1397,2006,"M","W",4191,3,-.5298189,-1.0579752
1398,2002,"F","W",-858,4,-.56953542,.27973344
1398,2007,"F","W",-858,4,-.25937195,.29353952
1399,2002,"M","W",1436,5,-.93708146,.42696124
1399,2003,"M","W",1436,5,.37314209,.44703265
1400,1997,"M","W",2719,4,.98135722,-.38849805
1400,2011,"M","W",2719,4,.77312197,.38352291
1401,2007,"F","W",1362,3,-.18202141,-.58098203
1401,2009,"F","W",1362,3,.19967025,.81886543
1402,2004,"F","W",5986,2,-.44177725,-1.4330213
1402,2006,"F","W",5986,2,-.06363352,-.68352176
1403,2006,"F","B",8487,5,-.98177005,-.56384649
1403,2009,"F","B",8487,5,-1.0154709,.20718966
1404,2000,"F","W",1497,5,.7575259,.52449916
1404,2012,"F","W",1497,5,-.10256557,.31433099
1405,2009,"F","W",16,6,.02687361,.74768846
1405,2010,"F","W",16,6,-.62223852,1.3415784
1406,2001,"M","W",1400,6,-.98812848,-.17506219
1406,2002,"M","W",1400,6,-2.1428686,.72496393
1407,2006,"F","W",6824,4,.5517205,-.62571103
1407,2013,"F","W",6824,4,-.96787948,-.47930686
1408,1998,"M","W",-2235,4,.87370745,.74710081
1408,2011,"M","W",-2235,4,.46090681,.21074714
1409,2001,"F","B",6080,4,-.33465121,-.43037613
1409,2011,"F","B",6080,4,-.25565219,-.30315246
1410,2003,"F","W",-2429,5,-.49188591,2.288657
1410,2010,"F","W",-2429,5,-.03724191,1.4808187
1411,1997,"F","B",-2565,4,.33520889,.92240173
1411,2001,"F","B",-2565,4,-.4430105,1.1661426
1412,1997,"F","W",-3249,7,-.83134478,1.2568055
1412,2008,"F","W",-3249,7,-.40264362,1.674758
1413,2003,"F","W",-1952,3,-.09639866,-.0488993
1413,2012,"F","W",-1952,3,.20945254,-.94856042
1414,2008,"F","W",2593,4,.19699983,.6182068
1414,2013,"F","W",2593,4,.84591804,.65146729
1415,2002,"F","W",104,5,.26377189,.25381855
1415,2003,"F","W",104,5,.19720832,.10192535
1416,1997,"F","W",7591,5,1.4357262,-.75533162
1416,2004,"F","W",7591,5,.9046463,-.80286402
1417,2000,"F","W",4979,3,1.2580447,-1.3259775
1417,2008,"F","W",4979,3,-1.850319,-.22824455
1418,2002,"F","W",1797,4,-.94361497,.37996877
1418,2008,"F","W",1797,4,-.53530358,.831759
1419,2000,"F","W",934,2,.32838099,-1.3826907
1419,2003,"F","W",934,2,1.4077461,.07788461
1420,2003,"F","W",9460,4,.61785762,-1.3752605
1420,2012,"F","W",9460,4,1.0463114,-1.5916691
1421,1997,"M","W",2503,3,1.0063977,-1.009835
1421,2011,"M","W",2503,3,-.70065126,.01586959
1422,2008,"F","B",-554,4,2.2115061,.25597109
1422,2012,"F","B",-554,4,.85990931,.3346419
1423,2009,"F","W",-3558,4,.53306276,1.020186
1423,2013,"F","W",-3558,4,-.26044951,.62319041
1424,2001,"M","W",1978,5,.70289428,1.0055798
1424,2005,"M","W",1978,5,1.0841902,.35297948
1425,1997,"M","W",1624,3,-1.3393101,-.32839369
1425,2007,"M","W",1624,3,-.47393954,1.0914603
1426,1998,"M","W",1746,5,-1.224798,.35207029
1426,2013,"M","W",1746,5,-.16638383,1.678762
1427,1997,"F","W",-2237,6,-.2958671,.92601247
1427,2010,"F","W",-2237,6,.46410213,1.0775941
1428,1999,"F","W",2155,5,1.0329897,.17495864
1428,2004,"F","W",2155,5,-.04929652,1.3818995
1429,2010,"F","B",811,4,-.75970209,1.1141864
1429,2012,"F","B",811,4,.63491582,.35267986
1430,2000,"M","W",6470,4,.98536862,-.76168322
1430,2010,"M","W",6470,4,-.33487726,-.95592638
1431,1997,"F","W",2060,4,-.28784602,-1.2854415
1431,2004,"F","W",2060,4,.4660694,-.18997383
1432,1997,"F","W",-765,4,-1.1384924,.18554266
1432,2007,"F","W",-765,4,-.66656311,.35205232
1433,2008,"F","W",4849,4,1.5360473,.04856299
1433,2011,"F","W",4849,4,-1.4827244,-.55704173
1434,2007,"F","W",172,5,.20637615,.82565365
1434,2012,"F","W",172,5,-.75446226,1.1695957
1435,2006,"M","W",-832,4,1.4872126,.74225757
1435,2012,"M","W",-832,4,-.50779418,1.3787405
1436,2001,"F","W",-1922,5,-1.6436172,.91152036
1436,2003,"F","W",-1922,5,-.53114,1.2045223
1437,1999,"F","W",6531,5,.29579373,-.14207095
1437,2002,"F","W",6531,5,-.01687944,-.95654418
1438,2003,"F","W",1195,4,-.85082982,-.67834143
1438,2009,"F","W",1195,4,-.04372607,-.14348952
1439,2001,"F","W",-1002,4,-.12453285,-.27374918
1439,2011,"F","W",-1002,4,-.90397667,.2821142
1440,2004,"M","W",5810,3,.34665622,-1.1131973
1440,2009,"M","W",5810,3,.37317204,-1.1754301
1441,2002,"F","W",7747,3,.82460422,-2.0591919
1441,2005,"F","W",7747,3,-.50058527,-1.8711356
1442,2004,"F","W",-1331,4,.13423823,-.16533582
1442,2010,"F","W",-1331,4,-.90674104,1.2225644
1443,2000,"F","W",5500,4,.30520345,-.80218063
1443,2011,"F","W",5500,4,.26921621,-.41733148
1444,2009,"F","W",-1416,6,1.4376618,1.4793179
1444,2011,"F","W",-1416,6,-.59848655,2.7215091
1445,2001,"F","W",5772,4,-.25165162,-1.0955545
1445,2002,"F","W",5772,4,-.127014,-.78974974
1446,2000,"F","W",3897,3,.70378137,-.63671656
1446,2013,"F","W",3897,3,-.17932362,-.07113264
1447,2004,"F","B",7233,4,.03494656,.67721055
1447,2011,"F","B",7233,4,-.14415467,.27229115
1448,1999,"M","W",5615,5,-.51699362,-.59178173
1448,2004,"M","W",5615,5,.5472265,-.38115632
1449,2008,"F","W",6637,2,.81277015,-1.151366
1449,2010,"F","W",6637,2,.81030846,-1.3965857
1450,2002,"M","W",8353,6,.42317121,-1.1596804
1450,2011,"M","W",8353,6,-.43381268,.94730729
1451,2004,"F","W",5639,4,.15616961,-.11744811
1451,2011,"F","W",5639,4,-.45910022,-1.3426037
1452,2000,"F","W",1424,2,-.77902293,.85930735
1452,2005,"F","W",1424,2,1.5393503,-.46485379
1453,1999,"F","W",2474,4,.41637736,-1.4205749
1453,2002,"F","W",2474,4,-.49026321,-.69565341
1454,2007,"M","W",7591,3,-.28249095,-1.345916
1454,2012,"M","W",7591,3,1.329219,-1.0098679
1455,2002,"F","W",5949,5,.00442096,-.36674887
1455,2011,"F","W",5949,5,-.13653169,-.0282158
1456,2007,"M","W",4707,6,.11850609,.18114639
1456,2008,"M","W",4707,6,.66093966,.83413065
1457,1998,"F","W",1107,5,.00082183,-.39295543
1457,2013,"F","W",1107,5,.13502913,.21680406
1458,2010,"M","W",4365,4,-.84090141,.40738605
1458,2013,"M","W",4365,4,-1.0229151,.51687096
1459,1998,"F","W",8897,6,-1.4637719,-.75395478
1459,1999,"F","W",8897,6,.61120661,-.4798001
1460,2007,"F","W",3175,3,1.0228633,.41450428
1460,2010,"F","W",3175,3,-.52710062,-.28512975
1461,2005,"F","W",2204,4,-1.4233014,.05610473
1461,2011,"F","W",2204,4,.28186194,-.10713851
1462,2005,"F","W",-2688,4,.33020168,1.0908038
1462,2011,"F","W",-2688,4,-.61521872,1.4715592
1463,1997,"F","W",-698,5,.79411012,.57975582
1463,2003,"F","W",-698,5,-1.4923638,.17031577
1464,2002,"F","W",-1299,4,1.5903289,.8191934
1464,2008,"F","W",-1299,4,.68975401,.88816311
1465,1997,"F","B",-3550,6,.72373565,1.9310912
1465,2007,"F","B",-3550,6,.04539674,2.1284328
1466,1997,"M","W",-742,1,2.0711789,-1.5812528
1466,2006,"M","W",-742,1,-.27760656,.12719385
1467,2009,"F","W",5818,3,-.83178222,-.82327067
1467,2012,"F","W",5818,3,.57450178,-.44367044
1468,2005,"F","B",1548,4,-.38304075,-.02427585
1468,2008,"F","B",1548,4,-.16009907,-.305858
1469,2009,"M","W",-2897,4,-.69094429,.83336736
1469,2012,"M","W",-2897,4,-.31529848,1.8484849
1470,2003,"M","W",8683,2,.65708481,-2.4223748
1470,2010,"M","W",8683,2,-.6794459,-1.0499951
1471,1999,"F","W",4823,4,1.0592831,.18214291
1471,2009,"F","W",4823,4,-.64150977,-.14792092
1472,2000,"F","B",-3395,5,-.6206107,2.5409532
1472,2002,"F","B",-3395,5,-.78483566,1.3631632
1473,1997,"F","W",-1934,4,-1.2544067,.87341422
1473,2006,"F","W",-1934,4,1.1942575,.04854923
1474,2002,"F","W",9188,3,-.0005397,-1.6702849
1474,2013,"F","W",9188,3,-.46815597,-.75992058
1475,1997,"F","W",4178,5,-.20051847,-.01543478
1475,2001,"F","W",4178,5,-.11148062,.17745976
1476,2000,"F","W",2409,4,.62613918,-.83464284
1476,2012,"F","W",2409,4,.9737199,-.22639882
1477,2003,"F","W",-2246,3,-.60246098,.74368169
1477,2008,"F","W",-2246,3,-1.2087903,.57891784
1478,1997,"F","W",2,6,1.0419086,.49755576
1478,2004,"F","W",2,6,.23765159,.95424081
1479,2000,"F","W",-1148,2,.23190416,.50837618
1479,2009,"F","W",-1148,2,.340252,.11775289
1480,1998,"F","W",5712,5,.15842371,.11244455
1480,2011,"F","W",5712,5,.54241359,.9033306
1481,1997,"F","W",3243,4,-.02594981,-.46994163
1481,2013,"F","W",3243,4,-.93002835,-.34916631
1482,1998,"F","W",3932,3,-.34940254,-.99246789
1482,2003,"F","W",3932,3,-1.125607,-.29036644
1483,1998,"F","W",4557,4,-1.2012119,-.51148089
1483,2009,"F","W",4557,4,-.79381505,.05934291
1484,2001,"F","W",6066,5,-.0530772,-.0210101
1484,2003,"F","W",6066,5,1.1647163,-.85354779
1485,2000,"F","W",4722,4,.66240893,-.45683063
1485,2002,"F","W",4722,4,-.99757208,-.85183463
1486,2001,"M","W",1949,3,.1914783,-.30545289
1486,2005,"M","W",1949,3,-.16559589,-.45505654
1487,1998,"F","W",-1442,5,-.25284901,.38170992
1487,2008,"F","W",-1442,5,-.04888055,1.2104413
1488,2001,"M","W",-2008,5,.28946364,.24199706
1488,2003,"M","W",-2008,5,-.23109264,1.1406784
1489,2005,"M","W",2678,3,-.21413877,-.10497119
1489,2006,"M","W",2678,3,-.61736021,-.76891658
1490,2006,"F","B",962,3,.01774209,-.27717494
1490,2013,"F","B",962,3,1.068058,.52647165
1491,2002,"F","B",4161,5,-1.2113982,-.65939414
1491,2005,"F","B",4161,5,.38892477,.79219989
1492,1997,"M","B",7954,5,-1.1498042,-1.1415341
1492,1999,"M","B",7954,5,-2.3566947,-.58791592
1493,2005,"F","W",6912,5,-.58409128,-.33897965
1493,2006,"F","W",6912,5,-1.3815941,-.6395044
1494,2007,"F","W",385,6,.08274652,.75719729
1494,2013,"F","W",385,6,.085884,2.0373181
1495,2006,"F","W",6495,5,.19896028,1.0735899
1495,2007,"F","W",6495,5,.93534505,-.06764019
